student_id,age,gender,study_hours_per_day,smartphone_usage_hours,social_media_hours,gaming_hours,streaming_hours,sleep_hours,exercise_hours,class_attendance_percent,assignment_completion_percent,caffeine_intake_cups,mental_health_status,parent_education_level,internet_quality,motivation_level,final_exam_score
9614,23,Male,4.76,6.47,5.87,4.39,1.69,6.07,2.46,77.86,56.37,1,Good,HighSchool,Average,3.45,80.53
9615,21,Female,6.74,6.69,1.96,1.67,0.41,5.84,0.98,87.49,80.03,2,Good,HighSchool,Good,2.27,99.09
9616,20,Male,0.02,0.88,2.77,2.2,2.09,5.25,0.22,89.33,84.43,0,Poor,Masters,Average,3.57,43.07
9617,19,Male,7.92,2.68,6.09,2.9,0.0,8.05,2.49,80.07,100.0,0,Average,Bachelors,Average,8.23,100.0
9618,22,Male,0.0,3.41,3.03,0.81,3.14,5.04,1.2,72.86,90.1,1,Poor,HighSchool,Average,5.3,28.74
9619,17,Female,5.86,8.11,5.58,1.8,0.58,6.89,2.8,85.1,63.59,1,Average,HighSchool,Average,3.38,100.0
9620,23,Female,2.81,0.73,7.71,1.25,3.55,8.42,1.48,71.0,76.46,2,Average,Masters,Poor,9.29,71.3
9621,24,Male,6.37,3.66,1.96,0.0,1.96,7.02,0.91,86.97,59.66,1,Good,HighSchool,Good,3.92,97.67
9622,20,Male,5.64,2.66,4.59,5.31,1.98,7.43,1.28,80.4,52.07,0,Good,Masters,Good,7.33,83.91
9623,24,Male,7.05,4.84,4.26,4.92,1.66,7.33,1.64,85.48,67.76,1,Poor,Bachelors,Average,7.53,100.0
9624,19,Male,4.36,5.12,3.7,0.0,2.3,7.25,1.01,100.0,66.33,2,Poor,Masters,Good,6.26,75.51
9625,20,Male,2.89,9.24,4.57,2.65,3.86,7.18,0.07,87.35,89.17,5,Average,HighSchool,Average,4.26,41.41
9626,23,Female,1.17,3.76,6.43,0.57,2.39,7.01,1.42,70.97,80.25,2,Average,HighSchool,Poor,8.18,69.06
9627,22,Female,4.68,6.73,3.46,3.0,1.63,7.05,1.89,67.4,93.23,0,Good,Bachelors,Good,8.29,100.0
9628,22,Male,3.91,2.59,4.38,3.06,2.63,8.96,0.92,92.9,72.44,0,Average,HighSchool,Average,6.64,85.66
9629,22,Male,6.6,2.24,2.45,1.71,2.92,8.86,2.04,75.55,100.0,1,Poor,Bachelors,Average,4.61,86.55
9630,22,Male,4.07,2.98,0.51,4.7,2.16,7.76,0.02,80.61,51.78,2,Average,HighSchool,Good,8.95,76.18
9631,21,Female,1.75,5.86,2.76,2.38,4.79,6.07,0.86,89.96,63.14,0,Poor,Bachelors,Poor,6.97,36.0
9632,22,Female,3.64,3.05,2.03,5.24,2.84,9.07,0.0,100.0,78.1,1,Poor,Masters,Average,8.65,75.91
9633,21,Female,5.75,9.09,3.06,5.15,3.11,8.56,2.25,80.37,62.17,0,Good,Bachelors,Average,1.0,76.17
9634,18,Male,1.62,6.63,4.79,2.64,0.45,8.26,0.82,94.47,87.18,1,Good,HighSchool,Average,7.94,91.58
9635,20,Female,6.38,5.64,4.76,0.7,2.21,8.01,1.02,95.41,72.44,3,Poor,HighSchool,Average,8.39,83.62
9636,19,Female,2.53,8.48,4.39,1.52,0.41,5.94,0.43,87.11,87.75,1,Good,HighSchool,Good,7.72,71.86
9637,17,Male,6.39,8.84,3.35,0.0,1.17,8.79,1.4,84.83,89.49,0,Poor,Bachelors,Average,6.95,100.0
9638,20,Female,3.19,7.78,3.85,0.94,0.85,7.62,1.21,93.05,68.36,0,Poor,Bachelors,Poor,1.26,52.62
9639,18,Female,6.62,6.4,0.02,3.7,1.9,7.71,0.19,100.0,82.19,1,Average,HighSchool,Good,8.36,100.0
9640,17,Male,6.32,4.55,4.87,4.09,0.11,5.52,0.79,71.56,78.48,3,Good,Masters,Average,7.54,100.0
9641,20,Female,3.01,4.39,4.23,4.27,0.72,5.44,0.01,71.44,46.88,0,Good,Masters,Good,7.23,80.26
9642,24,Female,3.3,3.08,3.57,2.15,3.04,5.16,1.14,88.03,94.54,1,Good,Bachelors,Average,7.65,93.09
9643,17,Male,4.72,7.62,5.6,4.9,2.02,8.51,0.83,82.7,90.64,0,Poor,HighSchool,Average,5.61,69.37
9644,19,Male,6.0,6.68,1.42,4.62,2.46,7.41,0.75,64.17,84.55,1,Good,Bachelors,Poor,6.02,88.17
9645,24,Male,6.28,6.88,2.23,4.24,3.79,8.98,0.0,96.75,100.0,2,Poor,Masters,Good,7.08,98.1
9646,21,Male,4.12,6.2,1.85,2.33,0.0,8.98,1.24,81.82,55.33,0,Average,Masters,Poor,5.65,52.76
9647,24,Female,8.35,4.95,4.2,1.85,2.58,5.91,2.74,64.6,65.42,0,Good,Bachelors,Poor,5.9,100.0
9648,22,Female,3.94,4.02,2.99,1.75,0.0,9.18,0.71,66.84,91.87,1,Average,Masters,Poor,7.57,66.02
9649,17,Female,3.34,9.91,2.22,5.62,0.0,5.91,0.0,87.07,71.26,3,Good,Bachelors,Good,3.89,71.43
9650,25,Female,7.25,11.0,1.11,1.92,3.82,5.52,1.83,82.02,90.23,2,Average,HighSchool,Good,5.09,80.04
9651,19,Male,5.44,3.72,3.03,1.96,0.0,4.74,0.06,99.89,82.99,2,Good,Bachelors,Average,10.0,97.34
9652,20,Female,7.31,6.7,5.64,2.9,0.52,9.53,0.74,92.46,80.49,1,Good,Bachelors,Poor,4.53,86.11
9653,18,Male,1.88,2.5,0.45,0.0,1.53,7.97,0.44,75.88,65.45,1,Poor,HighSchool,Average,6.41,45.77
9654,17,Male,7.3,5.76,7.62,0.49,2.35,8.45,1.69,88.54,72.05,1,Good,Bachelors,Average,7.48,100.0
9655,19,Male,3.61,7.56,6.9,6.59,3.11,7.68,1.19,95.06,87.16,2,Poor,Masters,Average,1.0,82.1
9656,17,Male,4.26,5.8,2.22,2.68,2.26,7.68,0.92,76.93,88.33,1,Average,Bachelors,Average,5.66,74.47
9657,18,Female,2.42,4.97,3.87,2.38,0.68,5.38,1.13,77.01,86.61,1,Poor,Masters,Average,5.97,52.61
9658,23,Female,3.66,11.29,2.96,2.81,1.81,5.09,0.51,100.0,85.79,2,Average,HighSchool,Average,3.54,67.96
9659,22,Female,5.32,7.53,2.73,2.45,3.81,5.92,2.45,83.99,89.99,1,Poor,HighSchool,Poor,7.92,87.74
9660,18,Male,4.26,3.53,1.65,3.11,1.02,6.48,0.32,87.3,89.87,2,Good,HighSchool,Average,6.45,83.6
9661,23,Male,5.76,7.9,4.87,4.2,0.16,8.55,1.05,75.17,62.55,2,Poor,Masters,Good,7.24,78.93
9662,24,Male,2.5,0.88,3.82,3.31,0.0,7.65,0.16,75.69,98.94,1,Average,Bachelors,Average,6.06,75.22
9663,22,Male,4.57,8.04,1.99,1.27,1.69,8.28,1.58,91.16,83.66,3,Average,HighSchool,Good,5.98,92.35
9664,23,Male,3.11,4.4,3.59,4.31,2.67,7.98,0.69,81.73,65.86,2,Good,Bachelors,Average,6.86,70.66
9665,17,Female,6.67,6.33,2.23,3.28,2.53,9.46,0.13,96.43,90.2,2,Poor,HighSchool,Good,8.55,91.8
9666,22,Female,3.75,3.12,0.0,1.86,1.28,5.65,0.84,99.43,56.47,2,Average,Bachelors,Poor,6.4,93.9
9667,22,Female,6.06,1.67,4.52,4.01,0.06,7.13,0.0,84.65,81.43,0,Average,HighSchool,Poor,6.76,100.0
9668,18,Male,2.58,9.27,4.15,3.65,2.2,5.4,0.0,87.77,86.68,1,Good,Bachelors,Average,8.87,78.62
9669,22,Female,6.37,5.14,5.46,2.52,1.06,6.03,0.4,77.42,82.77,2,Average,HighSchool,Good,7.4,100.0
9670,19,Female,2.24,6.42,0.88,4.01,2.88,7.26,0.83,83.41,94.44,3,Average,HighSchool,Good,2.89,51.2
9671,24,Male,6.39,6.95,2.18,1.39,0.0,7.47,1.52,100.0,96.53,0,Average,Bachelors,Average,6.13,100.0
9672,24,Female,8.42,6.02,4.67,0.25,2.89,8.05,2.38,100.0,74.83,0,Good,HighSchool,Poor,6.14,100.0
9673,20,Female,2.31,4.63,3.08,0.15,0.8,6.63,1.31,92.33,99.61,1,Average,HighSchool,Average,6.95,85.8
9674,20,Female,8.28,3.72,2.64,2.77,0.0,5.36,1.91,88.77,88.01,1,Average,HighSchool,Poor,8.32,100.0
9675,17,Female,2.37,0.0,2.21,0.25,2.58,6.06,0.71,61.66,77.38,1,Poor,Bachelors,Poor,3.83,63.15
9676,19,Male,2.81,6.78,4.53,4.25,0.83,6.46,1.66,90.35,83.52,0,Good,Masters,Average,4.21,63.12
9677,17,Male,4.58,7.31,2.83,3.19,2.45,5.94,0.93,59.23,87.79,1,Average,Bachelors,Poor,2.96,62.99
9678,18,Female,5.29,6.13,1.82,1.06,0.22,8.28,0.99,76.04,83.64,3,Good,Bachelors,Average,5.82,100.0
9679,23,Male,4.2,6.14,4.33,0.0,1.01,9.72,2.0,78.33,88.07,0,Good,HighSchool,Average,5.02,97.33
9680,25,Female,5.8,6.58,2.9,1.58,1.05,8.5,0.89,88.46,66.17,4,Good,HighSchool,Average,3.43,100.0
9681,23,Female,5.37,6.52,2.55,0.0,1.37,6.82,1.64,84.08,70.7,2,Good,Masters,Good,3.36,100.0
9682,19,Female,3.52,5.62,4.44,3.72,0.15,5.76,1.63,80.8,70.04,3,Average,HighSchool,Average,1.49,67.64
9683,17,Female,8.08,2.03,3.57,1.83,1.65,7.77,2.88,82.47,80.7,1,Average,Masters,Average,2.5,100.0
9684,22,Male,6.4,6.39,0.0,0.0,1.79,7.42,1.92,96.66,97.48,4,Good,HighSchool,Average,5.68,100.0
9685,18,Male,3.68,1.47,3.23,1.42,3.44,5.83,0.01,84.8,60.38,1,Good,HighSchool,Good,8.63,61.7
9686,20,Male,1.99,7.86,1.87,1.21,0.82,5.97,0.83,95.0,64.33,1,Average,HighSchool,Good,5.67,76.35
9687,20,Female,1.93,3.7,2.84,3.77,2.96,6.12,2.06,68.46,92.02,0,Good,Bachelors,Average,6.36,70.92
9688,19,Male,3.7,6.96,6.02,0.44,4.2,7.97,0.0,87.85,97.42,0,Poor,Masters,Poor,7.19,45.51
9689,22,Male,2.87,8.12,2.06,1.52,1.94,7.96,1.23,80.02,72.13,0,Good,Masters,Average,5.99,65.87
9690,25,Male,7.0,5.75,1.68,1.58,2.7,6.63,1.52,97.12,64.88,0,Poor,Masters,Good,5.89,100.0
9691,17,Male,6.09,7.26,4.39,0.71,1.61,4.56,0.24,78.65,64.86,0,Average,Bachelors,Poor,5.72,76.35
9692,19,Male,1.4,7.01,3.97,4.95,1.21,9.18,0.25,93.74,74.46,0,Poor,Bachelors,Good,7.95,55.29
9693,22,Male,5.75,9.36,6.63,1.19,1.9,8.11,2.27,76.86,71.67,0,Good,HighSchool,Average,9.27,100.0
9694,23,Female,7.96,9.41,2.28,3.44,4.15,6.97,1.68,85.05,82.81,3,Average,Masters,Average,4.49,100.0
9695,18,Female,5.77,5.25,4.08,3.99,0.65,6.16,1.62,65.69,97.49,2,Good,HighSchool,Average,8.12,100.0
9696,17,Female,3.34,12.0,4.01,1.41,1.94,4.71,3.14,100.0,100.0,1,Good,HighSchool,Good,6.79,89.51
9697,19,Male,3.93,7.58,1.46,3.59,2.2,7.76,0.0,96.79,79.08,3,Average,HighSchool,Average,6.66,80.58
9698,20,Female,1.11,7.64,3.0,4.04,0.48,8.5,1.2,74.85,76.05,1,Poor,Bachelors,Good,3.15,35.41
9699,18,Female,5.37,4.29,5.96,2.07,0.85,6.1,1.9,90.16,81.05,2,Average,HighSchool,Good,8.22,100.0
9700,18,Female,6.02,6.64,1.35,0.0,1.91,9.08,1.91,82.73,66.65,2,Good,Bachelors,Good,7.24,100.0
9701,22,Female,5.15,2.95,4.21,3.12,0.0,5.46,1.09,79.75,93.92,2,Poor,Bachelors,Average,4.37,68.18
9702,17,Female,4.74,7.24,3.98,2.39,2.1,4.66,1.9,91.19,100.0,1,Poor,Bachelors,Good,8.02,85.85
9703,18,Female,4.97,8.0,2.35,1.99,0.27,8.42,2.55,88.11,85.6,0,Good,HighSchool,Average,9.58,100.0
9704,25,Female,0.42,9.64,2.56,3.98,1.33,6.11,1.08,94.91,75.13,0,Poor,Bachelors,Average,7.78,18.27
9705,20,Female,3.54,5.22,3.76,1.67,1.52,8.2,3.46,90.85,74.45,1,Average,Bachelors,Average,6.11,85.68
9706,25,Male,4.35,6.06,4.61,2.01,2.31,7.95,1.85,73.55,88.89,1,Good,Bachelors,Average,7.76,100.0
9707,19,Male,6.29,1.54,2.14,3.77,2.0,8.95,0.68,67.34,95.62,0,Good,HighSchool,Good,6.57,87.28
9708,23,Male,2.4,6.83,3.64,2.27,0.87,9.01,1.13,87.31,85.26,3,Average,HighSchool,Average,2.9,50.99
9709,25,Male,2.07,5.28,4.27,2.13,1.25,7.28,1.5,84.13,100.0,0,Average,Bachelors,Average,1.52,81.59
9710,24,Female,2.93,7.85,4.72,4.58,0.0,8.26,1.31,91.02,79.51,3,Average,Bachelors,Poor,8.0,57.18
9711,19,Female,5.02,3.62,2.33,2.09,0.46,5.46,2.55,69.87,69.04,3,Poor,Bachelors,Good,5.67,75.4
9712,20,Male,6.5,0.84,5.0,0.0,2.21,5.27,1.79,63.56,88.5,3,Good,HighSchool,Poor,6.88,100.0
9713,17,Male,7.82,6.58,2.51,1.6,0.24,7.49,3.55,98.21,92.32,1,Good,Bachelors,Average,7.66,100.0
9714,20,Male,5.6,8.29,6.93,1.17,3.71,8.04,2.22,75.08,92.42,3,Average,Bachelors,Average,5.06,100.0
9715,23,Male,1.47,7.64,4.48,2.03,0.57,6.84,2.2,94.43,73.57,3,Average,HighSchool,Poor,7.1,57.5
9716,19,Female,2.3,4.32,2.97,2.64,1.05,6.15,0.0,91.51,64.3,1,Poor,Bachelors,Average,6.44,39.22
9717,17,Male,6.15,8.12,5.11,2.39,1.28,6.17,3.36,95.88,88.76,2,Good,Bachelors,Good,7.85,100.0
9718,17,Male,5.78,0.1,7.67,1.85,2.39,4.5,3.07,71.98,88.21,0,Good,Bachelors,Average,8.17,100.0
9719,18,Female,4.39,6.25,6.64,0.61,0.23,8.95,1.76,81.64,55.83,1,Average,HighSchool,Average,6.78,64.65
9720,22,Male,3.07,3.76,1.49,0.36,0.0,7.01,1.16,73.76,73.93,1,Average,Masters,Average,6.01,58.89
9721,20,Male,5.76,2.91,3.87,2.86,1.4,4.99,0.82,85.69,31.8,0,Good,Masters,Average,3.12,49.96
9722,19,Male,3.85,6.34,7.7,4.75,0.77,8.9,0.0,61.61,66.32,0,Average,Bachelors,Average,5.72,70.64
9723,24,Female,7.19,8.7,4.21,0.0,0.11,4.98,0.0,74.79,59.02,1,Poor,Bachelors,Good,3.13,84.73
9724,18,Male,3.53,8.19,3.28,3.27,1.75,4.14,2.81,65.38,100.0,0,Average,HighSchool,Average,2.45,46.92
9725,17,Female,6.19,5.81,7.83,4.34,3.0,8.93,0.38,89.28,98.8,2,Average,HighSchool,Average,4.07,100.0
9726,23,Male,5.81,5.52,0.0,0.0,3.57,6.32,0.79,94.56,85.77,0,Poor,Bachelors,Poor,8.35,97.54
9727,17,Female,4.42,5.54,1.67,4.0,3.65,6.65,1.27,91.26,65.02,1,Average,HighSchool,Average,6.22,66.41
9728,18,Male,4.55,7.49,5.24,1.49,2.07,4.5,1.3,74.68,87.27,1,Poor,Bachelors,Average,1.77,45.65
9729,18,Male,6.03,1.59,0.86,2.85,3.25,6.69,2.84,70.63,63.3,2,Poor,HighSchool,Average,6.82,70.74
9730,19,Male,5.89,5.29,5.77,2.28,1.4,10.0,2.58,86.95,87.96,0,Average,HighSchool,Average,10.0,100.0
9731,25,Male,3.67,5.22,2.3,0.17,3.45,4.84,1.57,65.07,81.72,2,Average,Bachelors,Good,1.95,37.47
9732,23,Male,1.8,9.32,6.64,4.84,0.0,7.15,0.0,60.72,89.4,0,Good,HighSchool,Good,4.0,44.06
9733,22,Female,6.04,1.51,2.98,4.26,0.0,5.41,1.92,100.0,100.0,1,Poor,Bachelors,Good,7.65,100.0
9734,20,Female,2.95,4.42,3.36,5.05,0.64,8.64,1.5,76.75,85.05,0,Average,Masters,Average,10.0,59.33
9735,24,Male,6.25,5.84,1.21,3.31,1.14,8.21,1.59,86.18,66.47,1,Poor,Bachelors,Average,3.16,81.83
9736,23,Female,4.14,6.93,2.18,1.09,2.13,8.46,2.04,89.89,81.63,3,Average,Masters,Average,7.3,98.3
9737,25,Female,3.76,7.45,1.87,0.34,4.67,5.76,1.46,66.71,56.87,2,Average,HighSchool,Good,8.57,58.29
9738,17,Female,1.58,5.96,0.0,1.39,3.65,6.24,1.17,93.01,100.0,2,Poor,Bachelors,Average,4.66,58.33
9739,24,Male,7.33,10.7,0.45,2.16,1.33,5.93,1.53,69.68,86.29,0,Average,Bachelors,Average,4.43,100.0
9740,25,Male,5.61,7.82,6.09,0.0,3.15,7.23,1.17,73.06,93.01,1,Poor,HighSchool,Good,8.31,69.19
9741,20,Male,3.32,2.81,1.2,4.08,2.29,7.97,1.84,94.88,75.54,5,Average,HighSchool,Good,6.45,77.79
9742,22,Male,0.7,4.89,5.03,0.0,4.34,8.73,0.76,89.08,47.33,3,Poor,PhD,Good,4.84,31.09
9743,21,Female,4.51,3.02,0.0,2.46,2.07,6.48,0.87,73.59,61.58,1,Good,Bachelors,Good,5.99,75.55
9744,20,Female,9.11,4.3,3.01,3.42,1.06,5.68,1.38,100.0,100.0,1,Poor,Masters,Average,6.49,100.0
9745,24,Female,4.33,8.01,1.45,2.0,2.47,7.77,0.99,91.8,74.97,2,Average,Bachelors,Average,8.77,100.0
9746,18,Female,4.04,6.57,5.39,5.1,3.98,6.75,0.98,92.15,100.0,2,Average,Bachelors,Average,6.94,88.91
9747,25,Male,6.5,8.6,3.62,0.89,4.67,9.38,1.65,89.09,61.57,2,Average,HighSchool,Average,5.51,94.08
9748,21,Female,5.47,1.1,4.95,1.04,3.45,7.11,1.3,80.18,64.39,2,Poor,Bachelors,Good,4.95,77.76
9749,22,Female,6.7,4.24,1.96,1.03,2.06,10.0,0.91,90.63,71.12,2,Good,Bachelors,Poor,4.7,100.0
9750,19,Male,3.14,5.51,4.1,4.79,1.67,6.11,1.29,89.94,83.69,1,Good,Bachelors,Average,7.21,74.03
9751,22,Male,1.97,6.8,2.25,0.0,0.36,5.7,0.63,63.54,79.02,0,Good,Bachelors,Poor,5.64,73.15
9752,20,Male,4.61,3.69,3.37,2.54,2.95,7.26,2.9,78.49,89.26,3,Poor,HighSchool,Good,6.54,93.26
9753,20,Female,6.06,7.35,2.66,2.78,1.01,6.64,2.41,85.63,100.0,2,Average,HighSchool,Average,3.22,94.56
9754,17,Female,2.62,7.89,6.71,3.41,0.48,10.0,1.75,85.17,75.82,3,Average,HighSchool,Average,4.65,18.67
9755,20,Male,2.99,6.25,5.36,2.54,1.18,8.19,2.46,86.03,53.12,0,Good,Masters,Average,7.67,73.38
9756,20,Male,4.73,3.49,4.02,4.46,1.03,9.16,1.1,84.34,78.2,1,Average,HighSchool,Average,7.53,81.67
9757,25,Male,6.44,2.45,3.74,2.3,2.37,6.76,2.14,92.7,69.45,2,Average,HighSchool,Good,4.08,100.0
9758,21,Female,3.79,6.7,1.13,3.21,2.74,6.47,0.0,86.35,76.27,1,Poor,Masters,Average,5.2,55.33
9759,22,Female,7.22,3.85,4.42,4.27,1.79,4.96,0.35,100.0,98.74,2,Good,Bachelors,Poor,6.64,100.0
9760,25,Male,4.31,3.91,0.0,2.34,1.19,8.22,0.55,75.15,99.47,4,Average,HighSchool,Good,6.26,89.72
9761,19,Male,2.64,5.88,1.98,0.88,2.89,7.62,2.01,91.92,61.71,1,Good,Bachelors,Average,5.75,80.4
9762,21,Male,6.24,6.82,5.77,2.01,1.34,6.72,0.84,88.07,83.14,4,Average,Bachelors,Poor,7.98,100.0
9763,25,Male,4.26,4.28,2.19,3.51,0.81,8.79,0.29,71.57,80.35,2,Poor,HighSchool,Poor,7.69,72.59
9764,23,Female,4.75,4.09,3.3,2.84,1.63,4.18,0.32,93.65,38.63,0,Average,HighSchool,Average,6.31,71.44
9765,23,Male,8.53,1.94,1.13,0.71,1.93,5.83,1.32,79.76,89.3,3,Good,HighSchool,Good,8.4,100.0
9766,22,Female,4.86,4.98,3.03,0.91,3.81,4.83,1.49,97.13,81.91,1,Average,HighSchool,Good,3.57,90.99
9767,20,Male,5.44,5.25,4.17,3.93,1.91,8.0,1.87,89.18,63.41,2,Average,HighSchool,Average,5.45,73.75
9768,24,Female,3.79,5.67,3.4,2.68,2.03,5.89,1.68,85.91,65.84,0,Good,HighSchool,Average,6.78,82.01
9769,25,Female,3.48,4.2,4.28,1.39,1.9,5.64,1.52,98.35,68.45,2,Good,Masters,Poor,6.06,79.71
9770,23,Female,1.37,5.37,1.6,1.0,3.04,6.87,1.49,87.74,74.44,2,Average,HighSchool,Poor,7.19,91.62
9771,17,Female,5.1,3.67,3.76,1.75,3.06,7.25,2.32,100.0,91.7,0,Good,HighSchool,Good,8.04,100.0
9772,23,Female,4.0,2.08,3.42,3.12,2.65,8.82,0.35,91.37,54.71,3,Good,HighSchool,Average,8.41,92.37
9773,18,Female,3.66,10.08,1.7,2.79,3.11,7.66,0.0,74.98,71.56,1,Good,HighSchool,Poor,6.19,67.16
9774,22,Male,6.74,7.6,0.78,0.0,4.92,4.76,0.4,81.29,65.98,0,Good,Bachelors,Good,3.49,83.37
9775,21,Female,3.3,8.68,5.01,4.58,1.19,10.0,3.72,100.0,67.63,0,Average,Bachelors,Average,8.53,90.89
9776,25,Male,7.69,5.5,6.73,1.79,2.72,8.4,0.97,87.89,80.59,5,Average,HighSchool,Average,3.26,100.0
9777,17,Female,3.25,3.01,3.41,2.81,5.2,6.6,0.0,78.2,81.24,0,Average,Bachelors,Average,8.27,73.14
9778,21,Female,1.54,5.6,1.73,0.44,1.44,9.97,0.47,87.22,62.47,1,Good,Bachelors,Good,4.37,57.51
9779,22,Female,2.59,7.04,4.16,1.54,1.33,7.02,0.91,91.07,93.67,3,Average,Masters,Good,6.62,82.21
9780,24,Male,2.57,7.79,3.8,2.08,2.51,8.15,1.04,77.91,87.96,4,Average,HighSchool,Average,7.99,63.21
9781,21,Female,1.59,11.43,3.44,0.89,0.27,10.0,2.22,93.71,90.2,2,Average,Bachelors,Average,2.66,28.87
9782,19,Female,5.44,3.01,3.46,1.17,2.99,8.47,0.24,68.01,75.05,3,Poor,Masters,Average,5.9,60.35
9783,20,Female,5.14,4.9,3.69,3.43,4.07,8.18,1.73,76.96,78.71,2,Good,Bachelors,Average,6.31,100.0
9784,17,Male,2.37,0.0,8.69,3.03,1.11,7.21,1.56,85.11,77.61,1,Good,HighSchool,Good,8.01,87.99
9785,18,Female,5.06,7.59,5.02,2.76,2.1,4.59,0.17,81.5,100.0,1,Poor,Bachelors,Average,7.45,67.58
9786,19,Female,2.03,6.5,1.63,1.57,0.0,7.13,1.79,87.11,68.71,1,Poor,Bachelors,Poor,4.88,52.81
9787,21,Male,4.11,1.83,3.68,0.0,0.39,8.01,1.65,89.46,67.04,1,Average,HighSchool,Poor,6.89,97.0
9788,18,Male,3.01,3.74,4.78,0.0,2.19,7.7,2.06,96.79,85.99,0,Poor,PhD,Average,5.4,71.91
9789,24,Female,3.64,10.14,3.58,2.84,2.51,5.93,1.33,93.66,70.82,1,Good,HighSchool,Average,6.15,74.71
9790,18,Female,2.66,2.03,3.25,1.22,3.16,6.15,0.1,88.71,84.65,0,Poor,HighSchool,Average,6.54,59.74
9791,21,Male,7.21,1.8,3.08,4.18,3.35,6.76,2.13,80.86,58.76,3,Poor,HighSchool,Good,6.34,86.97
9792,18,Female,1.33,5.91,4.73,3.08,2.13,4.54,1.83,81.59,62.18,1,Average,HighSchool,Average,6.14,40.04
9793,24,Female,7.17,10.05,6.13,1.49,1.9,7.59,2.0,73.84,95.82,1,Average,Masters,Poor,8.4,100.0
9794,19,Female,1.46,1.32,3.73,4.62,0.0,9.82,2.11,83.29,100.0,1,Poor,HighSchool,Good,4.38,46.76
9795,17,Female,4.14,4.98,2.58,2.21,1.81,4.72,0.58,82.28,74.1,3,Poor,Bachelors,Good,7.27,47.78
9796,23,Male,3.62,1.57,4.33,1.88,3.85,7.78,0.31,87.8,66.91,1,Poor,Bachelors,Poor,4.46,84.93
9797,23,Female,3.33,2.91,5.62,1.61,0.97,8.66,2.05,79.89,70.02,2,Good,PhD,Average,8.15,99.12
9798,17,Male,1.6,1.52,3.45,1.47,0.53,7.08,1.17,96.39,73.77,2,Average,Bachelors,Good,6.49,71.9
9799,18,Female,7.23,0.3,2.99,2.59,0.0,7.54,1.73,80.77,81.55,3,Good,HighSchool,Average,4.53,99.0
9800,19,Male,8.44,4.81,1.89,3.47,1.22,8.03,1.72,86.93,79.32,1,Good,Bachelors,Average,7.83,100.0
9801,24,Male,4.84,7.32,3.42,1.96,2.82,5.32,0.32,90.7,90.74,1,Average,HighSchool,Average,7.45,90.05
9802,24,Male,2.19,6.29,3.2,3.52,2.35,10.0,1.34,93.24,80.24,2,Poor,HighSchool,Average,6.52,56.54
9803,21,Female,11.03,5.38,3.71,5.16,3.54,7.08,1.67,88.13,100.0,0,Average,Masters,Average,6.44,100.0
9804,17,Male,5.32,5.16,3.13,2.15,3.51,8.25,1.52,84.4,60.1,0,Good,HighSchool,Average,5.91,98.87
9805,23,Male,5.68,3.98,0.0,1.85,1.33,3.65,2.38,86.51,100.0,1,Average,Bachelors,Average,6.98,93.03
9806,20,Male,3.24,0.0,3.08,1.67,2.05,5.97,2.05,89.14,77.28,2,Poor,HighSchool,Average,3.81,66.12
9807,21,Female,4.05,9.01,5.6,3.95,2.12,7.96,1.44,70.43,89.24,6,Average,HighSchool,Average,8.18,81.19
9808,17,Male,2.67,6.54,2.07,2.82,0.0,6.31,1.92,72.1,69.67,0,Poor,HighSchool,Good,1.64,19.37
9809,22,Female,1.86,4.18,4.16,3.88,3.0,4.51,1.51,82.36,87.94,0,Poor,Bachelors,Average,6.2,38.03
9810,21,Male,5.31,7.78,4.93,1.66,1.78,5.89,1.08,91.74,80.26,1,Good,Masters,Average,4.7,100.0
9811,18,Male,5.46,3.51,1.54,0.0,3.95,6.23,0.0,91.39,87.69,1,Good,Bachelors,Good,3.62,100.0
9812,19,Female,1.6,8.84,2.95,1.1,0.86,5.91,0.69,85.38,50.01,1,Good,Masters,Average,8.75,38.72
9813,24,Female,3.44,7.1,2.34,3.5,1.86,8.06,1.38,85.71,62.97,1,Good,Bachelors,Average,3.92,75.1
9814,19,Female,4.21,1.87,5.62,3.02,2.14,4.65,1.1,87.77,80.65,2,Good,HighSchool,Good,4.31,94.65
9815,18,Female,0.52,5.12,0.27,3.07,2.46,8.49,1.11,72.38,89.81,2,Average,Bachelors,Poor,5.19,60.78
9816,19,Male,6.51,5.52,3.07,4.03,1.44,6.35,0.09,98.65,86.35,2,Good,HighSchool,Average,7.51,100.0
9817,18,Female,6.89,11.85,1.22,6.09,0.79,7.28,0.42,89.55,86.0,0,Good,HighSchool,Poor,6.06,100.0
9818,20,Male,4.24,5.78,4.84,2.9,1.51,3.5,0.6,87.7,62.5,0,Good,Bachelors,Average,5.0,57.93
9819,18,Male,8.24,4.52,5.17,1.68,1.29,5.3,1.7,98.81,62.49,1,Average,Bachelors,Average,8.65,100.0
9820,21,Male,7.14,5.75,5.22,4.01,0.97,5.16,2.59,68.34,57.17,2,Good,Bachelors,Good,4.98,89.41
9821,23,Female,7.07,7.93,2.92,1.78,3.02,8.61,1.06,88.73,94.79,0,Average,HighSchool,Average,7.77,100.0
9822,19,Female,3.61,4.96,3.83,2.84,1.73,7.82,1.16,79.03,100.0,1,Good,Masters,Average,3.11,93.67
9823,18,Female,3.75,3.75,3.05,4.44,0.2,9.96,0.06,93.15,81.91,2,Good,Masters,Average,5.5,83.21
